2010-06-07 06:45:00  512  2
   -0.2    0.037093    0.020496
   -0.6    0.026366    0.017102
   -0.9    0.022176    0.015314
   -1.3    0.019767    0.014072
   -1.7    0.018128    0.013113
   -2.1    0.016894    0.012325
   -2.5    0.015899    0.011652
   -2.8    0.015060    0.011062
   -3.2    0.014330    0.010535
   -3.6    0.013680    0.010058
   -4.0    0.013092    0.009621
   -4.4    0.012554    0.009218
   -4.8    0.012056    0.008844
   -5.2    0.011594    0.008496
   -5.6    0.011162    0.008170
   -6.0    0.010756    0.007863
   -6.3    0.010374    0.007575
   -6.7    0.010013    0.007302
   -7.1    0.009671    0.007044
   -7.5    0.009347    0.006800
   -7.9    0.009039    0.006567
   -8.3    0.008745    0.006346
   -8.7    0.008466    0.006136
   -9.1    0.008198    0.005936
   -9.6    0.007943    0.005744
  -10.0    0.007698    0.005561
  -10.4    0.007464    0.005386
  -10.8    0.007239    0.005218
  -11.2    0.007024    0.005057
  -11.6    0.006817    0.004903
  -12.0    0.006618    0.004755
  -12.4    0.006426    0.004613
  -12.8    0.006242    0.004477
  -13.3    0.006065    0.004345
  -13.7    0.005893    0.004219
  -14.1    0.005728    0.004097
  -14.5    0.005569    0.003979
  -14.9    0.005416    0.003866
  -15.4    0.005267    0.003757
  -15.8    0.005124    0.003652
  -16.2    0.004985    0.003550
  -16.6    0.004851    0.003452
  -17.1    0.004722    0.003357
  -17.5    0.004596    0.003266
  -17.9    0.004475    0.003177
  -18.4    0.004357    0.003091
  -18.8    0.004243    0.003008
  -19.2    0.004132    0.002928
  -19.7    0.004025    0.002850
  -20.1    0.003921    0.002774
  -20.6    0.003821    0.002701
  -21.0    0.003723    0.002631
  -21.5    0.003628    0.002562
  -21.9    0.003536    0.002495
  -22.3    0.003446    0.002431
  -22.8    0.003359    0.002368
  -23.2    0.003275    0.002307
  -23.7    0.003193    0.002248
  -24.2    0.003113    0.002191
  -24.6    0.003036    0.002135
  -25.1    0.002960    0.002081
  -25.5    0.002887    0.002029
  -26.0    0.002816    0.001978
  -26.4    0.002746    0.001928
  -26.9    0.002679    0.001880
  -27.4    0.002613    0.001833
  -27.8    0.002549    0.001788
  -28.3    0.002487    0.001743
  -28.8    0.002427    0.001700
  -29.2    0.002368    0.001658
  -29.7    0.002310    0.001617
  -30.2    0.002254    0.001578
  -30.7    0.002200    0.001539
  -31.1    0.002147    0.001501
  -31.6    0.002095    0.001465
  -32.1    0.002045    0.001429
  -32.6    0.001995    0.001394
  -33.1    0.001948    0.001360
  -33.5    0.001901    0.001327
  -34.0    0.001855    0.001295
  -34.5    0.001811    0.001264
  -35.0    0.001768    0.001233
  -35.5    0.001726    0.001203
  -36.0    0.001685    0.001174
  -36.5    0.001644    0.001146
  -37.0    0.001605    0.001119
  -37.5    0.001567    0.001092
  -38.0    0.001530    0.001066
  -38.5    0.001494    0.001040
  -39.0    0.001458    0.001015
  -39.5    0.001424    0.000991
  -40.0    0.001390    0.000967
  -40.5    0.001357    0.000944
  -41.0    0.001325    0.000922
  -41.5    0.001294    0.000900
  -42.0    0.001263    0.000878
  -42.5    0.001233    0.000857
  -43.0    0.001204    0.000837
  -43.6    0.001176    0.000817
  -44.1    0.001148    0.000798
  -44.6    0.001121    0.000779
  -45.1    0.001094    0.000760
  -45.6    0.001069    0.000742
  -46.2    0.001043    0.000724
  -46.7    0.001019    0.000707
  -47.2    0.000995    0.000690
  -47.8    0.000971    0.000674
  -48.3    0.000948    0.000658
  -48.8    0.000926    0.000643
  -49.4    0.000904    0.000627
  -49.9    0.000883    0.000612
  -50.4    0.000862    0.000598
  -51.0    0.000842    0.000584
  -51.5    0.000822    0.000570
  -52.1    0.000802    0.000556
  -52.6    0.000783    0.000543
  -53.2    0.000765    0.000530
  -53.7    0.000747    0.000518
  -54.3    0.000729    0.000505
  -54.8    0.000712    0.000493
  -55.4    0.000695    0.000482
  -55.9    0.000679    0.000470
  -56.5    0.000663    0.000459
  -57.1    0.000647    0.000448
  -57.6    0.000632    0.000437
  -58.2    0.000617    0.000427
  -58.7    0.000602    0.000417
  -59.3    0.000588    0.000407
  -59.9    0.000574    0.000397
  -60.5    0.000560    0.000388
  -61.0    0.000547    0.000378
  -61.6    0.000534    0.000370
  -62.2    0.000521    0.000361
  -62.8    0.000509    0.000352
  -63.4    0.000496    0.000344
  -63.9    0.000485    0.000335
  -64.5    0.000473    0.000327
  -65.1    0.000462    0.000320
  -65.7    0.000451    0.000312
  -66.3    0.000440    0.000304
  -66.9    0.000429    0.000297
  -67.5    0.000419    0.000290
  -68.1    0.000409    0.000283
  -68.7    0.000399    0.000276
  -69.3    0.000390    0.000270
  -69.9    0.000380    0.000263
  -70.5    0.000371    0.000257
  -71.1    0.000362    0.000251
  -71.7    0.000353    0.000245
  -72.3    0.000345    0.000239
  -72.9    0.000337    0.000233
  -73.5    0.000328    0.000227
  -74.2    0.000320    0.000222
  -74.8    0.000313    0.000216
  -75.4    0.000305    0.000211
  -76.0    0.000298    0.000206
  -76.7    0.000291    0.000201
  -77.3    0.000284    0.000196
  -77.9    0.000277    0.000191
  -78.5    0.000270    0.000187
  -79.2    0.000263    0.000182
  -79.8    0.000257    0.000178
  -80.5    0.000251    0.000173
  -81.1    0.000244    0.000169
  -81.7    0.000238    0.000165
  -82.4    0.000233    0.000161
  -83.0    0.000227    0.000157
  -83.7    0.000221    0.000153
  -84.3    0.000216    0.000149
  -85.0    0.000211    0.000146
  -85.6    0.000205    0.000142
  -86.3    0.000200    0.000138
  -87.0    0.000195    0.000135
  -87.6    0.000191    0.000132
  -88.3    0.000186    0.000129
  -88.9    0.000181    0.000125
  -89.6    0.000177    0.000122
  -90.3    0.000172    0.000119
  -91.0    0.000168    0.000116
  -91.6    0.000164    0.000113
  -92.3    0.000160    0.000111
  -93.0    0.000156    0.000108
  -93.7    0.000152    0.000105
  -94.4    0.000148    0.000102
  -95.0    0.000144    0.000100
  -95.7    0.000141    0.000097
  -96.4    0.000137    0.000095
  -97.1    0.000134    0.000092
  -97.8    0.000131    0.000090
  -98.5    0.000127    0.000088
  -99.2    0.000124    0.000086
  -99.9    0.000121    0.000084
 -100.6    0.000118    0.000081
 -101.3    0.000115    0.000079
 -102.0    0.000112    0.000077
 -102.7    0.000109    0.000075
 -103.5    0.000106    0.000073
 -104.2    0.000104    0.000072
 -104.9    0.000101    0.000070
 -105.6    0.000098    0.000068
 -106.3    0.000096    0.000066
 -107.1    0.000093    0.000065
 -107.8    0.000091    0.000063
 -108.5    0.000089    0.000061
 -109.2    0.000087    0.000060
 -110.0    0.000084    0.000058
 -110.7    0.000082    0.000057
 -111.5    0.000080    0.000055
 -112.2    0.000078    0.000054
 -113.0    0.000076    0.000052
 -113.7    0.000074    0.000051
 -114.4    0.000072    0.000050
 -115.2    0.000070    0.000049
 -116.0    0.000068    0.000047
 -116.7    0.000067    0.000046
 -117.5    0.000065    0.000045
 -118.2    0.000063    0.000044
 -119.0    0.000061    0.000042
 -119.8    0.000060    0.000041
 -120.5    0.000058    0.000040
 -121.3    0.000057    0.000039
 -122.1    0.000055    0.000038
 -122.9    0.000054    0.000037
 -123.6    0.000053    0.000036
 -124.4    0.000051    0.000035
 -125.2    0.000050    0.000034
 -126.0    0.000048    0.000033
 -126.8    0.000047    0.000033
 -127.6    0.000046    0.000032
 -128.4    0.000045    0.000031
 -129.2    0.000043    0.000030
 -130.0    0.000042    0.000029
 -130.8    0.000041    0.000028
 -131.6    0.000040    0.000028
 -132.4    0.000039    0.000027
 -133.2    0.000038    0.000026
 -134.0    0.000037    0.000026
 -134.8    0.000036    0.000025
 -135.7    0.000035    0.000024
 -136.5    0.000034    0.000023
 -137.3    0.000033    0.000023
 -138.1    0.000032    0.000022
 -139.0    0.000031    0.000022
 -139.8    0.000031    0.000021
 -140.6    0.000030    0.000021
 -141.5    0.000029    0.000020
 -142.3    0.000028    0.000019
 -143.2    0.000027    0.000019
 -144.0    0.000027    0.000018
 -144.9    0.000026    0.000018
 -145.7    0.000025    0.000017
 -146.6    0.000025    0.000017
 -147.4    0.000024    0.000016
 -148.3    0.000023    0.000016
 -149.2    0.000023    0.000016
 -150.0    0.000022    0.000015
 -150.9    0.000021    0.000015
 -151.8    0.000021    0.000014
 -152.6    0.000020    0.000014
 -153.5    0.000020    0.000013
 -154.4    0.000019    0.000013
 -155.3    0.000019    0.000013
 -156.2    0.000018    0.000012
 -157.1    0.000018    0.000012
 -157.9    0.000017    0.000012
 -158.8    0.000017    0.000011
 -159.7    0.000016    0.000011
 -160.6    0.000016    0.000011
 -161.6    0.000015    0.000010
 -162.5    0.000015    0.000010
 -163.4    0.000014    0.000010
 -164.3    0.000014    0.000010
 -165.2    0.000014    0.000009
 -166.1    0.000013    0.000009
 -167.0    0.000013    0.000009
 -168.0    0.000013    0.000009
 -168.9    0.000012    0.000008
 -169.8    0.000012    0.000008
 -170.8    0.000012    0.000008
 -171.7    0.000011    0.000008
 -172.6    0.000011    0.000007
 -173.6    0.000011    0.000007
 -174.5    0.000010    0.000007
 -175.5    0.000010    0.000007
 -176.4    0.000010    0.000007
 -177.4    0.000009    0.000006
 -178.4    0.000009    0.000006
 -179.3    0.000009    0.000006
 -180.3    0.000009    0.000006
 -181.3    0.000008    0.000006
 -182.2    0.000008    0.000006
 -183.2    0.000008    0.000005
 -184.2    0.000008    0.000005
 -185.2    0.000007    0.000005
